"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
7.896698080E-1,-9.870393574E-2,1.345962733E-1,9.809974670E0,9.811394481E0
7.921332450E-1,-8.913264424E-2,1.250249892E-1,9.800403595E0,9.801606322E0
7.945967350E-1,-8.913264424E-2,1.298106313E-1,9.805189133E0,9.806453455E0
7.970602240E-1,-8.913264424E-2,1.393819153E-1,9.809974670E0,9.811369679E0
7.995236620E-1,-9.391828626E-2,1.250249892E-1,9.805189133E0,9.806435939E0
8.019871510E-1,-1.082752272E-1,1.250249892E-1,9.805189133E0,9.806583947E0
8.044505890E-1,-9.870393574E-2,1.250249892E-1,9.805189133E0,9.806482939E0
8.069140790E-1,-9.810572863E-2,1.106680483E-1,9.805189133E0,9.806304405E0
8.093775160E-1,-7.956135273E-2,1.345962733E-1,9.809974670E0,9.811220576E0
8.118410060E-1,-7.956135273E-2,1.393819153E-1,9.800403595E0,9.801717602E0
8.143044430E-1,-7.417750359E-2,1.250249892E-1,9.795618057E0,9.796696723E0
8.167679330E-1,-8.913264424E-2,1.298106313E-1,9.800403595E0,9.801668534E0
8.192313700E-1,-8.434699476E-2,1.345962733E-1,9.795618057E0,9.796905823E0
8.216948600E-1,-8.913264424E-2,1.298106313E-1,9.800403595E0,9.801668534E0
8.241582970E-1,-9.391828626E-2,1.345962733E-1,9.800403595E0,9.801777769E0
8.266217870E-1,-8.913264424E-2,1.298106313E-1,9.800403595E0,9.801668534E0
8.290852240E-1,-7.956135273E-2,1.250249892E-1,9.805189133E0,9.806308948E0
8.315487140E-1,-1.082752272E-1,1.298106313E-1,9.800403595E0,9.801861300E0
8.340122040E-1,-8.913264424E-2,1.298106313E-1,9.805189133E0,9.806453455E0
8.364756410E-1,-9.870393574E-2,1.495514214E-1,9.786046028E0,9.787686395E0
8.389391310E-1,-8.374879509E-2,1.298106313E-1,9.790832520E0,9.792051168E0
8.414025680E-1,-8.434699476E-2,1.154536903E-1,9.829116821E0,9.830156736E0
8.438660580E-1,-8.913264424E-2,1.393819153E-1,9.800403595E0,9.801799966E0
8.463294950E-1,-7.956135273E-2,1.345962733E-1,9.805189133E0,9.806435647E0
8.487929850E-1,-9.870393574E-2,1.345962733E-1,9.795618057E0,9.797039948E0
8.512564220E-1,-8.434699476E-2,1.298106313E-1,9.795618057E0,9.796841243E0
8.537199120E-1,-7.896314561E-2,1.154536903E-1,9.805189133E0,9.806186754E0
8.561833490E-1,-8.913264424E-2,1.393819153E-1,9.795618057E0,9.797015110E0
8.586468390E-1,-7.896314561E-2,1.250249892E-1,9.786046028E0,9.787163189E0
8.611102760E-1,-8.434699476E-2,1.298106313E-1,9.805189133E0,9.806411125E0
8.635737660E-1,-9.391828626E-2,1.298106313E-1,9.805189133E0,9.806498120E0
8.660372560E-1,-9.870393574E-2,1.298106313E-1,9.795618057E0,9.796975369E0
8.685006930E-1,-8.913264424E-2,1.202393398E-1,9.800403595E0,9.801546447E0
8.709641830E-1,-9.391828626E-2,1.154536903E-1,9.805189133E0,9.806318582E0
8.734276200E-1,-6.520441920E-2,1.256231815E-1,9.805189133E0,9.806210620E0
8.758911100E-1,-8.434699476E-2,1.345962733E-1,9.805189133E0,9.806475641E0
8.783545470E-1,-7.477571070E-2,1.250249892E-1,9.800403595E0,9.801486279E0
8.808180370E-1,-9.391828626E-2,1.298106313E-1,9.809974670E0,9.811283019E0
8.832814740E-1,-8.434699476E-2,1.298106313E-1,9.800403595E0,9.801626183E0
8.857449640E-1,-8.434699476E-2,1.298106313E-1,9.795618057E0,9.796841243E0
8.882084010E-1,-8.434699476E-2,1.345962733E-1,9.800403595E0,9.801690732E0
8.906718910E-1,-9.870393574E-2,1.298106313E-1,9.795618057E0,9.796975369E0
8.931353290E-1,-8.434699476E-2,1.298106313E-1,9.795618057E0,9.796841243E0
8.955988180E-1,-9.391828626E-2,1.202393398E-1,9.800403595E0,9.801591134E0
8.980622560E-1,-8.434699476E-2,1.345962733E-1,9.800403595E0,9.801690732E0
9.005257450E-1,-7.477571070E-2,1.345962733E-1,9.800403595E0,9.801613040E0
9.029892350E-1,-1.082752272E-1,1.345962733E-1,9.795618057E0,9.797141053E0
9.054526720E-1,-8.434699476E-2,1.298106313E-1,9.805189133E0,9.806411125E0
9.079161620E-1,-6.939185411E-2,1.208375469E-1,9.795618057E0,9.796609111E0
9.103795990E-1,-7.956135273E-2,1.298106313E-1,9.809974670E0,9.811156091E0
9.128430890E-1,-8.434699476E-2,1.298106313E-1,9.805189133E0,9.806411125E0
9.153065260E-1,-1.028913707E-1,1.250249892E-1,9.790832520E0,9.792171328E0
9.177700160E-1,-9.870393574E-2,1.298106313E-1,9.790832520E0,9.792190495E0
9.202334540E-1,-7.477571070E-2,1.393819153E-1,9.790832520E0,9.792110097E0
9.226969430E-1,-8.853443712E-2,1.250249892E-1,9.790832520E0,9.792030996E0
9.251603810E-1,-1.034895778E-1,1.298106313E-1,9.800403595E0,9.801809604E0
9.276238700E-1,-1.034895778E-1,1.154536903E-1,9.805189133E0,9.806414920E0
9.300873080E-1,-8.913264424E-2,1.250249892E-1,9.809974670E0,9.811176225E0
9.325507970E-1,-7.896314561E-2,1.202393398E-1,9.800403595E0,9.801459243E0
9.350142870E-1,-9.391828626E-2,1.495514214E-1,9.781260490E0,9.782854545E0
9.374777240E-1,-7.896314561E-2,1.298106313E-1,9.786046028E0,9.787225493E0
9.399412140E-1,-7.896314561E-2,1.250249892E-1,9.781260490E0,9.782378198E0
9.424046510E-1,-1.082752272E-1,1.393819153E-1,9.800403595E0,9.801992729E0
9.448681410E-1,-8.913264424E-2,1.393819153E-1,9.805189133E0,9.806584822E0
9.473315790E-1,-8.913264424E-2,1.345962733E-1,9.814760208E0,9.816087751E0
9.497950680E-1,-8.374879509E-2,1.106680483E-1,9.800403595E0,9.801386223E0
9.522585060E-1,-8.434699476E-2,1.345962733E-1,9.795618057E0,9.796905823E0
9.547219950E-1,-1.034895778E-1,1.202393398E-1,9.809974670E0,9.811257342E0
9.571854330E-1,-8.853443712E-2,1.202393398E-1,9.795618057E0,9.796756043E0
9.596489220E-1,-9.391828626E-2,1.298106313E-1,9.795618057E0,9.796928323E0
9.621123600E-1,-9.870393574E-2,1.250249892E-1,9.809974670E0,9.811267846E0
9.645758490E-1,-8.434699476E-2,1.345962733E-1,9.809974670E0,9.811260551E0
9.670392870E-1,-9.391828626E-2,1.202393398E-1,9.800403595E0,9.801591134E0
9.695027760E-1,-9.870393574E-2,1.345962733E-1,9.800403595E0,9.801824792E0
9.719662660E-1,-8.913264424E-2,1.345962733E-1,9.805189133E0,9.806517971E0
9.744297040E-1,-8.434699476E-2,1.298106313E-1,9.800403595E0,9.801626183E0
9.768931930E-1,-8.434699476E-2,1.298106313E-1,9.800403595E0,9.801626183E0
9.793566310E-1,-9.870393574E-2,1.345962733E-1,9.795618057E0,9.797039948E0
9.818201200E-1,-8.434699476E-2,1.345962733E-1,9.795618057E0,9.796905823E0
9.842835580E-1,-8.374879509E-2,1.202393398E-1,9.800403595E0,9.801498966E0
9.867470470E-1,-8.434699476E-2,1.250249892E-1,9.800403595E0,9.801563972E0
9.892104850E-1,-8.853443712E-2,1.202393398E-1,9.795618057E0,9.796756043E0
9.916739740E-1,-8.434699476E-2,1.345962733E-1,9.800403595E0,9.801690732E0
9.941374640E-1,-9.391828626E-2,1.345962733E-1,9.800403595E0,9.801777769E0
9.966009010E-1,-8.913264424E-2,1.345962733E-1,9.790832520E0,9.792163306E0
9.990643910E-1,-9.810572863E-2,1.202393398E-1,9.795618057E0,9.796847215E0
1.001527829E0,-1.034895778E-1,1.447657645E-1,9.809974670E0,9.811588569E0
1.003991318E0,-8.434699476E-2,1.345962733E-1,9.800403595E0,9.801690732E0
1.006454756E0,-9.810572863E-2,1.202393398E-1,9.795618057E0,9.796847215E0
1.008918245E0,-8.913264424E-2,1.250249892E-1,9.795618057E0,9.796821372E0
1.011381683E0,-9.391828626E-2,1.250249892E-1,9.809974670E0,9.811220868E0
1.013845172E0,-9.391828626E-2,1.154536903E-1,9.809974670E0,9.811103569E0
1.016308610E0,-8.434699476E-2,1.447657645E-1,9.809974670E0,9.811405331E0
1.018772099E0,-9.391828626E-2,1.202393398E-1,9.800403595E0,9.801591134E0
1.021235589E0,-9.870393574E-2,1.298106313E-1,9.805189133E0,9.806545120E0
1.023699026E0,-9.391828626E-2,1.447657645E-1,9.809974670E0,9.811492282E0
1.026162516E0,-6.939185411E-2,1.256231815E-1,9.790832520E0,9.791884284E0
1.028625954E0,-8.374879509E-2,1.202393398E-1,9.800403595E0,9.801498966E0
1.031089443E0,-9.870393574E-2,1.250249892E-1,9.814760208E0,9.816052753E0
1.033552881E0,-8.434699476E-2,1.345962733E-1,9.795618057E0,9.796905823E0
1.036016370E0,-1.082752272E-1,1.393819153E-1,9.800403595E0,9.801992729E0
1.038479808E0,-8.913264424E-2,1.298106313E-1,9.795618057E0,9.796883614E0
1.040943297E0,-9.391828626E-2,1.202393398E-1,9.800403595E0,9.801591134E0
1.043406735E0,-1.034895778E-1,1.202393398E-1,9.800403595E0,9.801687519E0
1.045870224E0,-9.391828626E-2,1.345962733E-1,9.800403595E0,9.801777769E0
1.048333662E0,-8.434699476E-2,1.345962733E-1,9.809974670E0,9.811260551E0
1.050797151E0,-8.374879509E-2,1.202393398E-1,9.800403595E0,9.801498966E0
1.053260641E0,-9.391828626E-2,1.202393398E-1,9.809974670E0,9.811161051E0
1.055724079E0,-8.913264424E-2,1.250249892E-1,9.800403595E0,9.801606322E0
1.058187568E0,-1.082752272E-1,1.250249892E-1,9.829116821E0,9.830508240E0
1.060651006E0,-1.034895778E-1,1.250249892E-1,9.805189133E0,9.806532275E0
1.063114495E0,-9.391828626E-2,1.345962733E-1,9.805189133E0,9.806562636E0
1.065577933E0,-1.034895778E-1,1.393819153E-1,9.800403595E0,9.801941034E0
1.068041422E0,-9.810572863E-2,1.202393398E-1,9.790832520E0,9.792062278E0
1.070504860E0,-1.034895778E-1,1.298106313E-1,9.795618057E0,9.797024753E0
1.072968349E0,-7.956135273E-2,1.345962733E-1,9.809974670E0,9.811220576E0
1.075431787E0,-7.417750359E-2,1.154536903E-1,9.800403595E0,9.801364317E0
1.077895276E0,-9.870393574E-2,1.250249892E-1,9.800403595E0,9.801698033E0
1.080358766E0,-8.434699476E-2,1.298106313E-1,9.800403595E0,9.801626183E0
1.082822204E0,-9.332008660E-2,1.202393398E-1,9.795618057E0,9.796800460E0
1.085285693E0,-1.034895778E-1,1.298106313E-1,9.800403595E0,9.801809604E0
1.087749131E0,-8.913264424E-2,1.345962733E-1,9.805189133E0,9.806517971E0
1.090212620E0,-9.391828626E-2,1.393819153E-1,9.800403595E0,9.801844652E0
1.092676058E0,-8.434699476E-2,1.393819153E-1,9.800403595E0,9.801757616E0
1.095139547E0,-9.870393574E-2,1.298106313E-1,9.805189133E0,9.806545120E0
1.097602985E0,-9.391828626E-2,1.298106313E-1,9.809974670E0,9.811283019E0
1.100066474E0,-9.391828626E-2,1.447657645E-1,9.809974670E0,9.811492282E0
1.102529964E0,-8.374879509E-2,1.202393398E-1,9.800403595E0,9.801498966E0
1.104993401E0,-8.434699476E-2,1.298106313E-1,9.809974670E0,9.811196066E0
1.107456891E0,-7.896314561E-2,1.202393398E-1,9.790832520E0,9.791889200E0
1.109920329E0,-8.913264424E-2,1.447657645E-1,9.786046028E0,9.787522599E0
1.112383818E0,-8.913264424E-2,1.250249892E-1,9.814760208E0,9.815961177E0
1.114847256E0,-7.896314561E-2,1.250249892E-1,9.795618057E0,9.796734127E0
1.117310745E0,-8.434699476E-2,1.298106313E-1,9.809974670E0,9.811196066E0
1.119774183E0,-8.913264424E-2,1.345962733E-1,9.786046028E0,9.787377465E0
1.122237672E0,-1.034895778E-1,1.250249892E-1,9.805189133E0,9.806532275E0
1.124701110E0,-7.477571070E-2,1.250249892E-1,9.814760208E0,9.815841309E0
1.127164599E0,-1.082752272E-1,1.447657645E-1,9.795618057E0,9.797286041E0
1.129628089E0,-8.853443712E-2,1.250249892E-1,9.790832520E0,9.792030996E0
1.132091526E0,-8.913264424E-2,1.447657645E-1,9.795618057E0,9.797093185E0
1.134555016E0,-8.853443712E-2,1.202393398E-1,9.795618057E0,9.796756043E0
1.137018454E0,-9.870393574E-2,1.154536903E-1,9.809974670E0,9.811150547E0
1.139481943E0,-6.999006122E-2,1.250249892E-1,9.809974670E0,9.811020991E0
1.141945381E0,-9.810572863E-2,1.202393398E-1,9.795618057E0,9.796847215E0
1.144408870E0,-8.913264424E-2,1.202393398E-1,9.805189133E0,9.806331427E0
1.146872308E0,-8.434699476E-2,1.447657645E-1,9.809974670E0,9.811405331E0
1.149335797E0,-8.913264424E-2,1.393819153E-1,9.795618057E0,9.797015110E0
1.151799287E0,-8.913264424E-2,1.345962733E-1,9.800403595E0,9.801733082E0
1.154262724E0,-9.391828626E-2,1.393819153E-1,9.800403595E0,9.801844652E0
1.156726214E0,-9.391828626E-2,1.250249892E-1,9.795618057E0,9.796866081E0
1.159189651E0,-8.853443712E-2,1.250249892E-1,9.786046028E0,9.787245090E0
1.161653141E0,-8.913264424E-2,1.345962733E-1,9.800403595E0,9.801733082E0
1.164116579E0,-9.391828626E-2,1.345962733E-1,9.795618057E0,9.796992902E0
1.166580068E0,-9.870393574E-2,1.202393398E-1,9.809974670E0,9.811208030E0
1.169043506E0,-7.956135273E-2,1.202393398E-1,9.809974670E0,9.811034122E0
1.171506995E0,-8.374879509E-2,1.202393398E-1,9.795618057E0,9.796713964E0
1.173970485E0,-8.374879509E-2,1.393819153E-1,9.781260490E0,9.782612021E0
1.176433922E0,-9.391828626E-2,1.298106313E-1,9.805189133E0,9.806498120E0
1.178897412E0,-8.434699476E-2,1.298106313E-1,9.805189133E0,9.806411125E0
1.181360849E0,-9.391828626E-2,1.298106313E-1,9.805189133E0,9.806498120E0
1.183824339E0,-9.870393574E-2,1.250249892E-1,9.795618057E0,9.796913128E0
1.186287776E0,-9.391828626E-2,1.393819153E-1,9.805189133E0,9.806629487E0
1.188751266E0,-9.391828626E-2,1.345962733E-1,9.819545746E0,9.820917241E0
1.191214704E0,-8.434699476E-2,1.154536903E-1,9.805189133E0,9.806231585E0
1.193678193E0,-9.391828626E-2,1.345962733E-1,9.800403595E0,9.801777769E0
1.196141683E0,-8.913264424E-2,1.250249892E-1,9.809974670E0,9.811176225E0
1.198605120E0,-6.939185411E-2,1.208375469E-1,9.790832520E0,9.791824057E0
1.201068610E0,-9.391828626E-2,1.298106313E-1,9.819545746E0,9.820852819E0
1.203532047E0,-9.391828626E-2,1.298106313E-1,9.805189133E0,9.806498120E0
1.205995537E0,-8.434699476E-2,1.345962733E-1,9.819545746E0,9.820830374E0
1.208458974E0,-8.913264424E-2,1.298106313E-1,9.800403595E0,9.801668534E0
1.210922464E0,-8.913264424E-2,1.250249892E-1,9.805189133E0,9.806391273E0
1.213385901E0,-7.956135273E-2,1.298106313E-1,9.805189133E0,9.806371130E0
1.215849391E0,-8.913264424E-2,1.393819153E-1,9.809974670E0,9.811369679E0
1.218312881E0,-7.956135273E-2,1.250249892E-1,9.800403595E0,9.801523957E0
1.220776318E0,-9.391828626E-2,1.202393398E-1,9.819545746E0,9.820730971E0
1.223239808E0,-8.913264424E-2,1.202393398E-1,9.805189133E0,9.806331427E0
1.225703245E0,-9.391828626E-2,1.202393398E-1,9.805189133E0,9.806376093E0
1.228166735E0,-9.870393574E-2,1.250249892E-1,9.805189133E0,9.806482939E0
1.230630172E0,-8.913264424E-2,1.154536903E-1,9.805189133E0,9.806273916E0
1.233093662E0,-8.913264424E-2,1.345962733E-1,9.800403595E0,9.801733082E0
1.235557099E0,-7.477571070E-2,1.393819153E-1,9.819545746E0,9.820819588E0
1.238020589E0,-9.391828626E-2,1.250249892E-1,9.800403595E0,9.801651010E0
1.240484079E0,-1.034895778E-1,1.298106313E-1,9.814760208E0,9.816164161E0
1.242947516E0,-8.913264424E-2,1.298106313E-1,9.819545746E0,9.820808219E0
1.245411006E0,-1.082752272E-1,1.250249892E-1,9.795618057E0,9.797014234E0
1.247874443E0,-8.434699476E-2,1.345962733E-1,9.795618057E0,9.796905823E0
1.250337933E0,-1.130608693E-1,1.393819153E-1,9.795618057E0,9.797262026E0
1.252801370E0,-9.870393574E-2,1.393819153E-1,9.800403595E0,9.801891675E0
1.255264860E0,-8.434699476E-2,1.393819153E-1,9.814760208E0,9.816112249E0
1.257728297E0,-9.391828626E-2,1.298106313E-1,9.795618057E0,9.796928323E0
1.260191787E0,-9.391828626E-2,1.154536903E-1,9.805189133E0,9.806318582E0
1.262655276E0,-1.082752272E-1,1.250249892E-1,9.805189133E0,9.806583947E0
1.265118714E0,-8.913264424E-2,1.250249892E-1,9.800403595E0,9.801606322E0
1.267582204E0,-9.391828626E-2,1.250249892E-1,9.795618057E0,9.796866081E0
1.270045641E0,-9.391828626E-2,1.298106313E-1,9.814760208E0,9.816067919E0
1.272509131E0,-8.913264424E-2,1.250249892E-1,9.800403595E0,9.801606322E0
1.274972568E0,-7.477571070E-2,1.250249892E-1,9.800403595E0,9.801486279E0
1.277436058E0,-9.332008660E-2,1.202393398E-1,9.790832520E0,9.792015501E0
1.279899547E0,-8.913264424E-2,1.298106313E-1,9.795618057E0,9.796883614E0
1.282362985E0,-8.913264424E-2,1.202393398E-1,9.809974670E0,9.811116407E0
1.284826474E0,-7.956135273E-2,1.250249892E-1,9.800403595E0,9.801523957E0
1.287289912E0,-1.034895778E-1,1.393819153E-1,9.786046028E0,9.787585723E0
1.289753401E0,-8.434699476E-2,1.298106313E-1,9.795618057E0,9.796841243E0
1.292216839E0,-8.913264424E-2,1.298106313E-1,9.795618057E0,9.796883614E0
1.294680329E0,-9.391828626E-2,1.298106313E-1,9.795618057E0,9.796928323E0
1.297143766E0,-7.896314561E-2,1.298106313E-1,9.790832520E0,9.792011407E0
1.299607256E0,-8.434699476E-2,1.298106313E-1,9.795618057E0,9.796841243E0
1.302070745E0,-1.034895778E-1,1.202393398E-1,9.809974670E0,9.811257342E0
1.304534183E0,-8.374879509E-2,1.202393398E-1,9.795618057E0,9.796713964E0
1.306997672E0,-8.913264424E-2,1.345962733E-1,9.814760208E0,9.816087751E0
1.309461110E0,-8.434699476E-2,1.298106313E-1,9.805189133E0,9.806411125E0
1.311924599E0,-9.391828626E-2,1.106680483E-1,9.809974670E0,9.811048420E0
1.314388037E0,-7.896314561E-2,1.250249892E-1,9.795618057E0,9.796734127E0
1.316851526E0,-8.374879509E-2,1.202393398E-1,9.795618057E0,9.796713964E0
1.319314964E0,-9.870393574E-2,1.250249892E-1,9.805189133E0,9.806482939E0
1.321778454E0,-8.913264424E-2,1.298106313E-1,9.814760208E0,9.816023297E0
1.324241943E0,-8.913264424E-2,1.447657645E-1,9.800403595E0,9.801878003E0
1.326705381E0,-9.870393574E-2,1.298106313E-1,9.795618057E0,9.796975369E0
1.329168870E0,-9.332008660E-2,1.250249892E-1,9.790832520E0,9.792075434E0
1.331632308E0,-9.391828626E-2,1.447657645E-1,9.800403595E0,9.801922689E0
1.334095797E0,-9.870393574E-2,1.202393398E-1,9.800403595E0,9.801638158E0
1.336559235E0,-9.870393574E-2,1.298106313E-1,9.790832520E0,9.792190495E0
1.339022724E0,-8.853443712E-2,1.250249892E-1,9.790832520E0,9.792030996E0
1.341486214E0,-8.913264424E-2,1.202393398E-1,9.800403595E0,9.801546447E0
1.343949651E0,-8.374879509E-2,1.298106313E-1,9.786046028E0,9.787265273E0
1.346413141E0,-8.913264424E-2,1.250249892E-1,9.800403595E0,9.801606322E0
1.348876579E0,-8.913264424E-2,1.250249892E-1,9.800403595E0,9.801606322E0
1.351340068E0,-7.956135273E-2,1.345962733E-1,9.800403595E0,9.801650718E0
1.353803506E0,-1.028913707E-1,1.202393398E-1,9.786046028E0,9.787325528E0
1.356266995E0,-1.028913707E-1,1.202393398E-1,9.790832520E0,9.792111394E0
1.358730433E0,-9.391828626E-2,1.447657645E-1,9.814760208E0,9.816277080E0
1.361193922E0,-9.870393574E-2,1.345962733E-1,9.805189133E0,9.806609636E0
1.363657360E0,-9.332008660E-2,1.154536903E-1,9.800403595E0,9.801527882E0
1.366120849E0,-9.870393574E-2,1.202393398E-1,9.800403595E0,9.801638158E0
1.368584339E0,-8.374879509E-2,1.154536903E-1,9.795618057E0,9.796656396E0
1.371047776E0,-6.939185411E-2,1.160518974E-1,9.805189133E0,9.806121415E0
1.373511266E0,-8.434699476E-2,1.298106313E-1,9.795618057E0,9.796841243E0
1.375974704E0,-8.853443712E-2,1.202393398E-1,9.790832520E0,9.791971062E0
1.378438193E0,-1.034895778E-1,1.298106313E-1,9.795618057E0,9.797024753E0
1.380901631E0,-9.391828626E-2,1.345962733E-1,9.795618057E0,9.796992902E0
1.383365120E0,-7.956135273E-2,1.393819153E-1,9.805189133E0,9.806502499E0
1.385828610E0,-8.434699476E-2,1.298106313E-1,9.805189133E0,9.806411125E0
1.388292047E0,-7.956135273E-2,1.250249892E-1,9.800403595E0,9.801523957E0
1.390755537E0,-9.870393574E-2,1.393819153E-1,9.790832520E0,9.792322054E0
1.393218974E0,-9.391828626E-2,1.345962733E-1,9.809974670E0,9.811347504E0
1.395682464E0,-8.913264424E-2,1.345962733E-1,9.786046028E0,9.787377465E0
1.398145901E0,-9.391828626E-2,1.393819153E-1,9.800403595E0,9.801844652E0
1.400609391E0,-8.374879509E-2,1.250249892E-1,9.786046028E0,9.787202970E0
1.403072881E0,-8.913264424E-2,1.298106313E-1,9.795618057E0,9.796883614E0
1.405536318E0,-9.870393574E-2,1.202393398E-1,9.805189133E0,9.806423094E0
1.407999808E0,-8.434699476E-2,1.250249892E-1,9.805189133E0,9.806348943E0
1.410463245E0,-1.082752272E-1,1.447657645E-1,9.805189133E0,9.806855489E0
1.412926735E0,-9.870393574E-2,1.447657645E-1,9.800403595E0,9.801969711E0
1.415390172E0,-8.434699476E-2,1.393819153E-1,9.800403595E0,9.801757616E0
1.417853662E0,-7.956135273E-2,1.202393398E-1,9.814760208E0,9.815819143E0
1.420317099E0,-7.417750359E-2,1.160518974E-1,9.805189133E0,9.806156447E0
1.422780589E0,-7.956135273E-2,1.250249892E-1,9.809974670E0,9.811093940E0
1.425244079E0,-9.810572863E-2,1.202393398E-1,9.795618057E0,9.796847215E0
1.427707516E0,-9.810572863E-2,1.202393398E-1,9.790832520E0,9.792062278E0
1.430171006E0,-1.034895778E-1,1.345962733E-1,9.805189133E0,9.806658971E0
1.432634443E0,-9.870393574E-2,1.345962733E-1,9.795618057E0,9.797039948E0
1.435097933E0,-8.434699476E-2,1.250249892E-1,9.795618057E0,9.796779001E0
1.437561370E0,-8.913264424E-2,1.345962733E-1,9.814760208E0,9.816087751E0
1.440024860E0,-8.434699476E-2,1.345962733E-1,9.809974670E0,9.811260551E0
1.442488349E0,-9.870393574E-2,1.250249892E-1,9.805189133E0,9.806482939E0
1.444951787E0,-9.870393574E-2,1.345962733E-1,9.824331284E0,9.825749019E0
1.447415276E0,-8.913264424E-2,1.298106313E-1,9.800403595E0,9.801668534E0
1.449878714E0,-8.913264424E-2,1.298106313E-1,9.800403595E0,9.801668534E0
1.452342204E0,-7.417750359E-2,1.298106313E-1,9.790832520E0,9.791973985E0
1.454805641E0,-7.896314561E-2,1.250249892E-1,9.790832520E0,9.791949134E0
1.457269131E0,-8.913264424E-2,1.345962733E-1,9.790832520E0,9.792163306E0
1.459732620E0,-9.870393574E-2,1.345962733E-1,9.809974670E0,9.811394481E0
1.462196058E0,-8.913264424E-2,1.345962733E-1,9.795618057E0,9.796948194E0
1.464659547E0,-9.391828626E-2,1.250249892E-1,9.800403595E0,9.801651010E0
1.467122985E0,-9.391828626E-2,1.202393398E-1,9.805189133E0,9.806376093E0
1.469586474E0,-7.956135273E-2,1.250249892E-1,9.805189133E0,9.806308948E0
1.472049912E0,-8.434699476E-2,1.298106313E-1,9.790832520E0,9.792056303E0
1.474513401E0,-8.853443712E-2,1.250249892E-1,9.781260490E0,9.782460139E0
1.476976891E0,-9.332008660E-2,1.154536903E-1,9.790832520E0,9.791957905E0
1.479440329E0,-1.082752272E-1,1.298106313E-1,9.805189133E0,9.806646127E0
1.481903818E0,-8.913264424E-2,1.543370634E-1,9.819545746E0,9.821163027E0
1.484367256E0,-8.913264424E-2,1.250249892E-1,9.809974670E0,9.811176225E0
1.486830745E0,-1.034895778E-1,1.298106313E-1,9.814760208E0,9.816164161E0
1.489294183E0,-9.391828626E-2,1.345962733E-1,9.790832520E0,9.792208036E0
1.491757672E0,-9.391828626E-2,1.250249892E-1,9.795618057E0,9.796866081E0
1.494221162E0,-8.913264424E-2,1.345962733E-1,9.800403595E0,9.801733082E0
1.496684599E0,-1.034895778E-1,1.298106313E-1,9.805189133E0,9.806594456E0
1.499148089E0,-9.870393574E-2,1.298106313E-1,9.800403595E0,9.801760245E0
1.501611526E0,-1.130608693E-1,1.250249892E-1,9.805189133E0,9.806637953E0
1.504075016E0,-9.810572863E-2,1.250249892E-1,9.790832520E0,9.792122212E0
1.506538454E0,-8.913264424E-2,1.298106313E-1,9.800403595E0,9.801668534E0
1.509001943E0,-1.034895778E-1,1.298106313E-1,9.805189133E0,9.806594456E0
1.511465433E0,-7.956135273E-2,1.345962733E-1,9.809974670E0,9.811220576E0
1.513928870E0,-8.913264424E-2,1.202393398E-1,9.800403595E0,9.801546447E0
1.516392360E0,-9.810572863E-2,1.202393398E-1,9.790832520E0,9.792062278E0
1.518855797E0,-9.391828626E-2,1.250249892E-1,9.814760208E0,9.816005798E0
